address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,detail_url,build_year,energy_class,operating_cost_sek_per_year,monthly_fee_sek,ownership_type,latitude,longitude,days_on_market,has_detail_data,model_latitude,model_longitude,coordinate_source,area_group,distance_to_partille_center_km,distance_to_gothenburg_center_km,distance_to_savedalen_center_km,price_outlier_flag,area_outlier_flag,plot_outlier_flag
Nygårdsvägen 39,Radhus,Lexby,Partille,no,Slutpris,2025-10-22,2025,10,3290000,,,,119.0,,4.0,,27600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Lexby,1.64,9.47,3.4,no,no,no
Partille 123:3,Villa,Partille kommun,Partille,no,Lagfart,2025-10-21,2025,10,2450000,2231000.0,219000.0,9.8,,,,1030.0,,9.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Tjärnvägen 5A,Parhus,Öjersjö,Partille,no,Slutpris,2025-10-17,2025,10,5900000,6644000.0,-744000.0,-11.2,115.0,,5.0,683.0,51300.0,-11.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Öjersjö,1.64,9.47,3.4,no,no,no
Offerstensvägen 30,Villa,Sävedalen,Partille,yes,Slutpris,2025-10-17,2025,10,9725000,9725000.0,0.0,0.0,187.0,36.0,6.0,901.0,52000.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Sävedalen,1.64,9.47,3.4,no,no,no
Valkyriavägen 11,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-15,2025,10,8750000,,,,150.0,74.0,8.0,666.0,58300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Sävedalen,1.43,9.68,3.48,no,no,no
Blankavägen 39,Villa,Ugglum,Partille,no,Lagfart,2025-10-15,2025,10,7905000,,,,116.0,69.0,7.0,896.0,68100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Ugglum,1.58,7.27,1.21,no,no,no
Bragevägen 22B,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-15,2025,10,6750000,,,,113.0,95.0,6.0,767.0,59700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Sävedalen,6.27,8.16,5.75,no,no,no
Lexbydalsvägen 39C,Villa,Lexbydal,Partille,no,Lagfart,2025-10-15,2025,10,5695000,,,,190.0,,7.0,1786.0,30000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Lexby,2.73,9.26,3.77,no,no,no
Västra Fjällvägen 38,Villa,Ugglum,Partille,no,Slutpris,2025-10-12,2025,10,8250000,8308000.0,-58000.0,-0.7,130.0,75.0,7.0,660.0,59500.0,-0.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Ugglum,2.78,5.78,0.6,no,no,no
Odensvägen 7,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-10,2025,10,7200000,,,,164.0,61.0,6.0,730.0,43900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Sävedalen,1.43,9.68,3.48,no,no,no
Sörgårdsvägen 19,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-10,2025,10,7200000,,,,81.0,81.0,4.0,1155.0,88900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Sävedalen,1.43,9.68,3.48,no,no,no
Skolängen 18,Radhus,Partille kommun,Partille,no,Lagfart,2025-10-10,2025,10,5900000,,,,114.0,55.0,,159.0,51800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Hyltebergsvägen 7,Villa,Lexby,Partille,no,Lagfart,2025-10-09,2025,10,7350000,7632000.0,-282000.0,-3.7,249.0,125.0,9.0,1144.0,29500.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Lexby,1.58,7.27,1.21,no,no,no
Vändstensvägen 15,Radhus,Mellby,Partille,no,Lagfart,2025-10-08,2025,10,3150000,3049000.0,101000.0,3.3,118.0,33.0,5.0,178.0,26700.0,3.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Mellby,2.73,9.26,3.77,no,no,no
Parkvägen 15,Villa,Partille kommun,Partille,no,Lagfart,2025-10-08,2025,10,9300000,9356000.0,-56000.0,-0.6,225.0,125.0,9.0,910.0,41300.0,-0.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Nygårdsvägen 20G,Radhus,Lexby,Partille,no,Lagfart,2025-10-07,2025,10,2525000,,,,87.0,28.0,4.0,79.0,29000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Lexby,2.73,9.26,3.77,no,no,no
Carlsteins väg 16,Villa,Ugglum,Partille,no,Lagfart,2025-10-06,2025,10,5150000,,,,122.0,60.0,5.0,840.0,42200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Ugglum,1.43,9.68,3.48,no,no,no
Uddaredsvägen 1,Villa,Uddared,Partille,no,Lagfart,2025-10-03,2025,10,5325000,,,,123.0,55.0,5.0,1140.0,43300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille kommun,2.73,9.26,3.77,no,no,no
Idas väg 1E,Radhus,Partille kommun,Partille,no,Lagfart,2025-10-03,2025,10,2615000,2767000.0,-152000.0,-5.5,,,,125.0,,-5.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Rotevägen 10,Radhus,Sävedalen,Partille,yes,Lagfart,2025-10-01,2025,10,6825000,,,,191.0,1.0,8.0,236.0,35700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Vintergatan 2,Villa,Paradiset,Partille,no,Lagfart,2025-09-26,2025,9,8200000,,,,190.0,44.0,7.0,1148.0,43200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille kommun,1.58,7.27,1.21,no,no,no
Skolvägen 45,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-26,2025,9,7200000,8441000.0,-1241000.0,-14.7,105.0,105.0,7.0,600.0,68600.0,-14.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Sävedalen,6.27,8.16,5.75,no,no,no
Gökegårdsvägen 9,Villa,Partille kommun,Partille,no,Lagfart,2025-09-25,2025,9,7150000,7371000.0,-221000.0,-3.0,150.0,65.0,,1729.0,47700.0,-3.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Tåbäcksvägen 1A,Parhus,Öjersjö,Partille,no,Slutpris,2025-09-24,2025,9,4650000,,,,92.0,21.0,4.0,,50500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Öjersjö,6.26,8.03,5.69,no,no,no
Hubertusvägen 2D,Radhus,Centrum,Partille,no,Slutpris,2025-09-22,2025,9,3562500,,,,74.0,35.0,4.0,,48100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille kommun,6.26,8.03,5.69,no,no,no
Puketorpsvägen 9,Villa,Partille kommun,Partille,no,Slutpris,2025-09-21,2025,9,9000000,9626000.0,-626000.0,-6.5,117.0,118.0,6.0,780.0,76900.0,-6.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Mossgårdsvägen 24,Villa,Kåhög,Partille,no,Lagfart,2025-09-18,2025,9,6240000,,,,80.0,80.0,7.0,885.0,78000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Kåhög,2.78,5.78,0.6,no,no,no
Bysmedsvägen 4,Villa,Mellby,Partille,no,Lagfart,2025-09-17,2025,9,4830000,,,,127.0,63.0,5.0,622.0,38000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Mellby,2.73,9.26,3.77,no,no,no
Sörlyckan 56,Radhus,Partille kommun,Partille,no,Lagfart,2025-09-15,2025,9,6350000,,,,115.0,,5.0,151.0,55200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Nygårdsvägen 75,Villa,Partille kommun,Partille,no,Lagfart,2025-09-15,2025,9,5750000,5430000.0,320000.0,5.9,159.0,118.0,,1144.0,36200.0,5.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Rådjursstigen 8,Villa,Öjersjö,Partille,no,Lagfart,2025-09-12,2025,9,7775000,8876000.0,-1101000.0,-12.4,151.0,57.0,6.0,1158.0,51500.0,-12.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Skogsräntevägen 7,Villa,Furuskog,Partille,no,Lagfart,2025-09-12,2025,9,5550000,,,,113.0,100.0,5.0,757.0,49100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille kommun,6.27,8.16,5.75,no,no,no
Ensittarevägen 47,Villa,Furuskog,Partille,no,Lagfart,2025-09-11,2025,9,5850000,5741000.0,109000.0,1.9,157.0,40.0,4.0,627.0,37300.0,1.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille kommun,2.73,9.26,3.77,no,no,no
Idas väg 2B,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-09-10,2025,9,3515000,,,,,,,283.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Idas väg 6A,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-09-10,2025,9,2996000,,,,,,,289.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Idas väg 4B,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-09-10,2025,9,2996000,2946000.0,50000.0,1.7,,,,299.0,,1.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Stora Pukevägen 23,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-09,2025,9,5700000,,,,70.0,69.0,4.0,666.0,81400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Sävedalen,2.73,9.26,3.77,no,no,no
Nedre Östergårdsvägen 9C,Villa,Jonsered,Partille,no,Lagfart,2025-09-08,2025,9,5500000,,,,135.0,60.0,6.0,504.0,40700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Jonsered,2.73,9.26,3.77,no,no,no
Sörlyckan 20,Radhus,Sävedalen,Partille,yes,Lagfart,2025-09-08,2025,9,5350000,5602000.0,-252000.0,-4.5,115.0,,4.0,161.0,46500.0,-4.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Sävedalen,6.27,8.16,5.75,no,no,no
Nedre Fjällstigen 5,Villa,Kåhög,Partille,no,Lagfart,2025-09-05,2025,9,5810000,,,,180.0,112.0,9.0,1159.0,32300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Kåhög,6.27,8.16,5.75,no,no,no
Ugglebäcksstigen 14,Villa,Öjersjö,Partille,no,Lagfart,2025-09-05,2025,9,8300000,8691000.0,-391000.0,-4.5,140.0,,5.0,1194.0,59300.0,-4.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Öjersjö,6.27,8.16,5.75,no,no,no
Vändstensvägen 3,Parhus,Mellby,Partille,no,Lagfart,2025-09-05,2025,9,3050000,,,,87.0,,5.0,127.0,35100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Mellby,6.27,8.16,5.75,no,no,no
Lidegårdsvägen 9,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-09-05,2025,9,5000000,,,,169.0,,,424.0,29600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Ulvåsvägen 11,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-09-05,2025,9,5400000,,,,135.0,10.0,,455.0,40000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Brase-Emmas väg 32,Villa,Partille kommun,Partille,no,Lagfart,2025-09-05,2025,9,4100000,3996000.0,104000.0,2.6,,,,650.0,,2.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille,6.26,8.03,5.69,no,no,no
Fröjas Backe 35,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-04,2025,9,7720000,,,,122.0,6.0,5.0,288.0,63300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Sävedalen,6.27,8.16,5.75,no,no,no
Södra Sotenäsvägen 87,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-03,2025,9,6435000,6526000.0,-91000.0,-1.4,110.0,70.0,6.0,782.0,58500.0,-1.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Bergsvägen 46,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-03,2025,9,8150000,8150000.0,0.0,0.0,135.0,54.0,7.0,906.0,60400.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Sävedalen,2.73,9.26,3.77,no,no,no
Tredje Villavägen 11,Villa,Sävedalen,Partille,yes,Lagfart,2025-09-03,2025,9,5000000,4374000.0,626000.0,14.3,92.0,,4.0,959.0,54300.0,14.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Sävedalen,1.64,9.47,3.4,no,no,no
Blankavägen 16,Villa,Partille kommun,Partille,no,Lagfart,2025-09-01,2025,9,8200000,,,,114.0,70.0,,667.0,71900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Partille,1.53,7.33,1.26,no,no,no
Lodjursvägen 8,Villa,Öjersjö,Partille,no,Lagfart,2025-08-31,2025,8,7800000,8744000.0,-944000.0,-10.8,108.0,,,550.0,72200.0,-10.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Öjersjö,2.73,9.26,3.77,no,no,no
Furubergsvägen 23,Villa,Öjersjö,Partille,no,Lagfart,2025-08-29,2025,8,6900000,,,,134.0,,5.0,1247.0,51500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Öjersjö,6.27,8.16,5.75,no,no,no
Femte Villavägen 6,Villa,Partille kommun,Partille,no,Lagfart,2025-08-29,2025,8,8035000,8859000.0,-824000.0,-9.3,122.0,120.0,5.0,708.0,65900.0,-9.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Partille,1.53,7.33,1.26,no,no,no
Hubertusvägen 11D,Radhus,Partille Centrum,Partille,no,Slutpris,2025-08-28,2025,8,3350000,,,,74.0,36.0,4.0,,45300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Partille Centrum,1.53,7.33,1.26,no,no,no
Kvastekullavägen 18A,Villa,Partille kommun,Partille,no,Lagfart,2025-08-28,2025,8,6150000,,,,75.0,45.0,,1265.0,82000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Partille,1.53,7.33,1.26,no,no,no
Hallegårdsvägen 19,Villa,Sävedalen,Partille,yes,Lagfart,2025-08-27,2025,8,9100000,,,,153.0,43.0,6.0,667.0,59500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Friggavägen 14,Villa,Sävedalen,Partille,yes,Slutpris,2025-08-25,2025,8,8300000,8121000.0,179000.0,2.2,148.0,32.0,6.0,1292.0,56100.0,2.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Sävedalen,1.53,7.33,1.26,no,no,no
Nygårdsvägen 14F,Radhus,Lexby,Partille,no,Lagfart,2025-08-25,2025,8,3500000,,,,87.0,28.0,4.0,79.0,40200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Lexby,6.27,8.16,5.75,no,no,no
Gullringsvägen 31,Villa,Ugglum,Partille,no,Slutpris,2025-08-21,2025,8,7150000,,,,104.0,65.0,7.0,835.0,68800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Ugglum,1.53,7.33,1.26,no,no,no
Skogsduvevägen 38,Villa,Partille kommun,Partille,no,Lagfart,2025-08-21,2025,8,2900000,2980000.0,-80000.0,-2.7,58.0,54.0,,1018.0,50000.0,-2.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=9,https://www.booli.se/bostad/3368569,1960,,,,,57.74207938,12.08125724,,yes,57.74207938,12.08125724,detail_page,Partille,1.53,7.33,1.26,no,no,no
Killingstigen 5,Villa,Furuskog,Partille,no,Lagfart,2025-08-18,2025,8,6776000,6566000.0,210000.0,3.2,143.0,65.0,5.0,996.0,47400.0,3.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=8,https://www.booli.se/bostad/4069445,2018,,,,,57.68324849,12.10084106,,yes,57.68324849,12.10084106,detail_page,Partille kommun,6.26,8.03,5.69,no,no,no
Smedjegårdsvägen 3E,Radhus,Lexby,Partille,no,Lagfart,2025-08-16,2025,8,3295000,3425000.0,-130000.0,-3.8,85.0,28.0,5.0,76.0,38800.0,-3.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Lexby,6.27,8.16,5.75,no,no,no
Strömmavägen 4,Villa,Jonsered,Partille,no,Lagfart,2025-08-16,2025,8,5100000,5215000.0,-115000.0,-2.2,77.0,,3.0,721.0,66200.0,-2.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Jonsered,1.64,9.47,3.4,no,no,no
